loinc	scale	interpretation	hpoTermId
LOINC:25371-6	Qn	L	HP:0031243
LOINC:25371-6	Qn	N	HP:0010979
LOINC:25371-6	Qn	H	HP:0003362
LOINC:25381-5	Qn	L	HP:0032363
LOINC:25381-5	Qn	N	HP:0012112
LOINC:25381-5	Qn	H	HP:0032362
LOINC:25415-1	Qn	L	HP:0100507
LOINC:25415-1	Qn	N	HP:0012335
LOINC:25415-1	Qn	H	HP:0032164
LOINC:25426-8	Qn	N	HP:0012024
LOINC:25426-8	Qn	H	HP:0012024
LOINC:25464-9	Qn	N	HP:0003297
LOINC:25464-9	Qn	H	HP:0003297
LOINC:25491-2	Qn	N	HP:0003532
LOINC:25491-2	Qn	H	HP:0003532
LOINC:25496-1	Ord	NEG	HP:0410238
LOINC:25496-1	Ord	POS	HP:0410238
LOINC:25533-1	Qn	N	HP:0003166
LOINC:25533-1	Qn	H	HP:0003166
LOINC:25536-4	Ord	NEG	HP:0410224
LOINC:25536-4	Ord	POS	HP:0410224
LOINC:25565-3	Qn	N	HP:0410238
LOINC:25565-3	Qn	H	HP:0410238
LOINC:25566-1	Ord	NEG	HP:0410238
LOINC:25566-1	Ord	POS	HP:0410238
LOINC:25568-7	Qn	L	HP:0030795
LOINC:25568-7	Qn	N	HP:0030794
LOINC:25568-7	Qn	H	HP:0030796
LOINC:25569-5	Qn	L	HP:0030795
LOINC:25569-5	Qn	N	HP:0030794
LOINC:25569-5	Qn	H	HP:0030796
LOINC:25570-3	Qn	L	HP:0030795
LOINC:25570-3	Qn	N	HP:0030794
LOINC:25570-3	Qn	H	HP:0030796
LOINC:25571-1	Qn	L	HP:0030795
LOINC:25571-1	Qn	N	HP:0030794
LOINC:25571-1	Qn	H	HP:0030796
LOINC:25572-9	Qn	L	HP:0030795
LOINC:25572-9	Qn	N	HP:0030794
LOINC:25572-9	Qn	H	HP:0030796
LOINC:25573-7	Qn	L	HP:0030795
LOINC:25573-7	Qn	N	HP:0030794
LOINC:25573-7	Qn	H	HP:0030796
LOINC:25574-5	Qn	L	HP:0030795
LOINC:25574-5	Qn	N	HP:0030794
LOINC:25574-5	Qn	H	HP:0030796
LOINC:25575-2	Qn	L	HP:0030795
LOINC:25575-2	Qn	N	HP:0030794
LOINC:25575-2	Qn	H	HP:0030796
LOINC:25576-0	Qn	L	HP:0030795
LOINC:25576-0	Qn	N	HP:0030794
LOINC:25576-0	Qn	H	HP:0030796
LOINC:25577-8	Qn	L	HP:0030795
LOINC:25577-8	Qn	N	HP:0030794
LOINC:25577-8	Qn	H	HP:0030796
LOINC:25578-6	Qn	L	HP:0030795
LOINC:25578-6	Qn	N	HP:0030794
LOINC:25578-6	Qn	H	HP:0030796
LOINC:25579-4	Qn	L	HP:0030795
LOINC:25579-4	Qn	N	HP:0030794
LOINC:25579-4	Qn	H	HP:0030796
LOINC:25580-2	Qn	L	HP:0030795
LOINC:25580-2	Qn	N	HP:0030794
LOINC:25580-2	Qn	H	HP:0030796
LOINC:25581-0	Qn	L	HP:0030795
LOINC:25581-0	Qn	N	HP:0030794
LOINC:25581-0	Qn	H	HP:0030796
LOINC:25582-8	Qn	L	HP:0030795
LOINC:25582-8	Qn	N	HP:0030794
LOINC:25582-8	Qn	H	HP:0030796
LOINC:25585-1	Ord	NEG	HP:0410221
LOINC:25585-1	Ord	POS	HP:0410221
LOINC:25586-9	Ord	NEG	HP:0410221
LOINC:25586-9	Ord	POS	HP:0410221
LOINC:25609-9	Qn	N	HP:0410235
LOINC:25609-9	Qn	H	HP:0410235
LOINC:25610-7	Ord	NEG	HP:0410235
LOINC:25610-7	Ord	POS	HP:0410235
LOINC:25611-5	Qn	N	HP:0410235
LOINC:25611-5	Qn	H	HP:0410235
LOINC:25612-3	Ord	NEG	HP:0410235
LOINC:25612-3	Ord	POS	HP:0410235
LOINC:25613-1	Qn	N	HP:0410235
LOINC:25613-1	Qn	H	HP:0410235
LOINC:25614-9	Ord	NEG	HP:0410235
LOINC:25614-9	Ord	POS	HP:0410235
LOINC:25663-6	Qn	L	HP:0001943
LOINC:25663-6	Qn	N	HP:0011015
LOINC:25663-6	Qn	H	HP:0003074
LOINC:25665-1	Qn	L	HP:0001943
LOINC:25665-1	Qn	N	HP:0011015
LOINC:25665-1	Qn	H	HP:0003074
LOINC:25666-9	Qn	L	HP:0001943
LOINC:25666-9	Qn	N	HP:0011015
LOINC:25666-9	Qn	H	HP:0003074
LOINC:25668-5	Qn	L	HP:0001943
LOINC:25668-5	Qn	N	HP:0011015
LOINC:25668-5	Qn	H	HP:0003074
LOINC:25669-3	Qn	L	HP:0001943
LOINC:25669-3	Qn	N	HP:0011015
LOINC:25669-3	Qn	H	HP:0003074
LOINC:25671-9	Qn	L	HP:0001943
LOINC:25671-9	Qn	N	HP:0011015
LOINC:25671-9	Qn	H	HP:0003074
LOINC:25672-7	Qn	L	HP:0001943
LOINC:25672-7	Qn	N	HP:0011015
LOINC:25672-7	Qn	H	HP:0003074
LOINC:25673-5	Qn	L	HP:0001943
LOINC:25673-5	Qn	N	HP:0011015
LOINC:25673-5	Qn	H	HP:0003074
LOINC:25674-3	Qn	L	HP:0001943
LOINC:25674-3	Qn	N	HP:0011015
LOINC:25674-3	Qn	H	HP:0003074
LOINC:25676-8	Qn	L	HP:0001943
LOINC:25676-8	Qn	N	HP:0011015
LOINC:25676-8	Qn	H	HP:0003074
LOINC:25677-6	Qn	L	HP:0001943
LOINC:25677-6	Qn	N	HP:0011015
LOINC:25677-6	Qn	H	HP:0003074
LOINC:25679-2	Qn	L	HP:0001943
LOINC:25679-2	Qn	N	HP:0011015
LOINC:25679-2	Qn	H	HP:0003074
LOINC:25680-0	Qn	L	HP:0001943
LOINC:25680-0	Qn	N	HP:0011015
LOINC:25680-0	Qn	H	HP:0003074
LOINC:25705-5	Ord	NEG	HP:0002919
LOINC:25705-5	Ord	POS	HP:0002919
LOINC:25706-3	Qn	N	HP:0002919
LOINC:25706-3	Qn	H	HP:0002919
LOINC:25707-1	Qn	N	HP:0002919
LOINC:25707-1	Qn	H	HP:0002919
LOINC:25717-0	Qn	L	HP:0030344
LOINC:25717-0	Qn	N	HP:0030345
LOINC:25717-0	Qn	H	HP:0011969
LOINC:25718-8	Qn	L	HP:0030344
LOINC:25718-8	Qn	N	HP:0030345
LOINC:25718-8	Qn	H	HP:0011969
LOINC:25719-6	Qn	L	HP:0030344
LOINC:25719-6	Qn	N	HP:0030345
LOINC:25719-6	Qn	H	HP:0011969
LOINC:25720-4	Qn	L	HP:0030344
LOINC:25720-4	Qn	N	HP:0030345
LOINC:25720-4	Qn	H	HP:0011969
LOINC:25743-6	Qn	N	HP:0410228
LOINC:25743-6	Qn	H	HP:0410228
LOINC:25815-2	Ord	NEG	HP:0410228
LOINC:25815-2	Ord	POS	HP:0410228
LOINC:25860-8	Qn	N	HP:0003268
LOINC:25860-8	Qn	H	HP:0003268
LOINC:25861-6	Qn	N	HP:0003268
LOINC:25861-6	Qn	H	HP:0003268
LOINC:25899-6	Qn	N	HP:0002151
LOINC:25899-6	Qn	H	HP:0002151
LOINC:25900-2	Qn	N	HP:0002151
LOINC:25900-2	Qn	H	HP:0002151
LOINC:25901-0	Qn	N	HP:0002151
LOINC:25901-0	Qn	H	HP:0002151
LOINC:25902-8	Qn	N	HP:0002151
LOINC:25902-8	Qn	H	HP:0002151
LOINC:25903-6	Qn	N	HP:0002151
LOINC:25903-6	Qn	H	HP:0002151
LOINC:25904-4	Qn	N	HP:0002151
LOINC:25904-4	Qn	H	HP:0002151
LOINC:25905-1	Qn	N	HP:0002151
LOINC:25905-1	Qn	H	HP:0002151
LOINC:25920-0	Qn	N	HP:0025376
LOINC:25920-0	Qn	H	HP:0025376
LOINC:25943-2	Qn	L	HP:0030344
LOINC:25943-2	Qn	N	HP:0030345
LOINC:25943-2	Qn	H	HP:0011969
LOINC:25944-0	Qn	L	HP:0030344
LOINC:25944-0	Qn	N	HP:0030345
LOINC:25944-0	Qn	H	HP:0011969
LOINC:25945-7	Qn	L	HP:0030344
LOINC:25945-7	Qn	N	HP:0030345
LOINC:25945-7	Qn	H	HP:0011969
LOINC:25946-5	Qn	L	HP:0030344
LOINC:25946-5	Qn	N	HP:0030345
LOINC:25946-5	Qn	H	HP:0011969
LOINC:25947-3	Qn	L	HP:0030344
LOINC:25947-3	Qn	N	HP:0030345
LOINC:25947-3	Qn	H	HP:0011969
LOINC:25948-1	Qn	L	HP:0030344
LOINC:25948-1	Qn	N	HP:0030345
LOINC:25948-1	Qn	H	HP:0011969
LOINC:25949-9	Qn	L	HP:0030344
LOINC:25949-9	Qn	N	HP:0030345
LOINC:25949-9	Qn	H	HP:0011969
LOINC:25950-7	Qn	L	HP:0030344
LOINC:25950-7	Qn	N	HP:0030345
LOINC:25950-7	Qn	H	HP:0011969
LOINC:25951-5	Qn	L	HP:0030344
LOINC:25951-5	Qn	N	HP:0030345
LOINC:25951-5	Qn	H	HP:0011969
LOINC:25985-3	Qn	N	HP:0003166
LOINC:25985-3	Qn	H	HP:0003166
LOINC:25997-8	Qn	L	HP:0011935
LOINC:25997-8	Qn	N	HP:0012610
LOINC:25997-8	Qn	H	HP:0012611
LOINC:26048-9	Ord	NEG	HP:0410221
LOINC:26048-9	Ord	POS	HP:0410221
LOINC:26049-7	Qn	N	HP:0410238
LOINC:26049-7	Qn	H	HP:0410238
LOINC:26050-5	Ord	NEG	HP:0410238
LOINC:26050-5	Ord	POS	HP:0410238
LOINC:26054-7	Ord	NEG	HP:0031907
LOINC:26054-7	Ord	POS	HP:0031907
LOINC:26444-0	Qn	L	HP:0031808
LOINC:26444-0	Qn	N	HP:0031806
LOINC:26444-0	Qn	H	HP:0031807
LOINC:26449-9	Qn	L	HP:0031891
LOINC:26449-9	Qn	N	HP:0020064
LOINC:26449-9	Qn	H	HP:0001880
LOINC:26450-7	Qn	L	HP:0031891
LOINC:26450-7	Qn	N	HP:0001879
LOINC:26450-7	Qn	H	HP:0001880
LOINC:26464-8	Qn	L	HP:0001882
LOINC:26464-8	Qn	N	HP:0011893
LOINC:26464-8	Qn	H	HP:0001974
LOINC:26465-5	Qn	N	HP:0002921
LOINC:26465-5	Qn	H	HP:0012229
LOINC:26474-7	Qn	L	HP:0001888
LOINC:26474-7	Qn	N	HP:0040088
LOINC:26474-7	Qn	H	HP:0100827
LOINC:26478-8	Qn	L	HP:0001888
LOINC:26478-8	Qn	N	HP:0040088
LOINC:26478-8	Qn	H	HP:0100827
LOINC:26479-6	Qn	L	HP:0002921
LOINC:26479-6	Qn	N	HP:0200149
LOINC:26479-6	Qn	H	HP:0200149
LOINC:26484-6	Qn	L	HP:0012312
LOINC:26484-6	Qn	N	HP:0012310
LOINC:26484-6	Qn	H	HP:0012311
LOINC:26485-3	Qn	L	HP:0012312
LOINC:26485-3	Qn	N	HP:0012310
LOINC:26485-3	Qn	H	HP:0012311
LOINC:26487-9	Qn	L	HP:0012312
LOINC:26487-9	Qn	N	HP:0012310
LOINC:26487-9	Qn	H	HP:0012311
LOINC:26498-6	Qn	N	HP:0010974
LOINC:26498-6	Qn	H	HP:0032237
LOINC:26499-4	Qn	L	HP:0001875
LOINC:26499-4	Qn	N	HP:0011991
LOINC:26499-4	Qn	H	HP:0011897
LOINC:26503-3	Qn	L	HP:0001875
LOINC:26503-3	Qn	N	HP:0011991
LOINC:26503-3	Qn	H	HP:0011897
LOINC:26507-4	Qn	N	HP:0012137
LOINC:26508-2	Qn	N	HP:0012137
LOINC:26511-6	Qn	L	HP:0001875
LOINC:26511-6	Qn	N	HP:0011991
LOINC:26511-6	Qn	H	HP:0011897
LOINC:26513-2	Qn	L	HP:0001875
LOINC:26513-2	Qn	N	HP:0011991
LOINC:26513-2	Qn	H	HP:0011897
LOINC:26515-7	Qn	L	HP:0001873
LOINC:26515-7	Qn	N	HP:0011873
LOINC:26515-7	Qn	H	HP:0001894
LOINC:26528-0	Qn	L	HP:0008163
LOINC:26528-0	Qn	N	HP:0011731
LOINC:26528-0	Qn	H	HP:0003118
LOINC:26529-8	Qn	L	HP:0008163
LOINC:26529-8	Qn	N	HP:0011731
LOINC:26529-8	Qn	H	HP:0003118
LOINC:26530-6	Qn	L	HP:0008163
LOINC:26530-6	Qn	N	HP:0011731
LOINC:26530-6	Qn	H	HP:0003118
LOINC:26531-4	Qn	L	HP:0008163
LOINC:26531-4	Qn	N	HP:0011731
LOINC:26531-4	Qn	H	HP:0003118
LOINC:26532-2	Qn	L	HP:0008163
LOINC:26532-2	Qn	N	HP:0011731
LOINC:26532-2	Qn	H	HP:0003118
LOINC:26533-0	Qn	L	HP:0008163
LOINC:26533-0	Qn	N	HP:0011731
LOINC:26533-0	Qn	H	HP:0003118
LOINC:26534-8	Qn	L	HP:0008163
LOINC:26534-8	Qn	N	HP:0011731
LOINC:26534-8	Qn	H	HP:0003118
LOINC:26535-5	Qn	L	HP:0008163
LOINC:26535-5	Qn	N	HP:0011731
LOINC:26535-5	Qn	H	HP:0003118
LOINC:26536-3	Qn	L	HP:0008163
LOINC:26536-3	Qn	N	HP:0011731
LOINC:26536-3	Qn	H	HP:0003118
LOINC:26539-7	Qn	L	HP:0001943
LOINC:26539-7	Qn	N	HP:0011015
LOINC:26539-7	Qn	H	HP:0003074
LOINC:26541-3	Qn	L	HP:0001943
LOINC:26541-3	Qn	N	HP:0011015
LOINC:26541-3	Qn	H	HP:0003074
LOINC:26543-9	Qn	L	HP:0001943
LOINC:26543-9	Qn	N	HP:0011015
LOINC:26543-9	Qn	H	HP:0003074
LOINC:26544-7	Qn	L	HP:0001943
LOINC:26544-7	Qn	N	HP:0011015
LOINC:26544-7	Qn	H	HP:0003074
LOINC:26554-6	Qn	L	HP:0001943
LOINC:26554-6	Qn	N	HP:0011015
LOINC:26554-6	Qn	H	HP:0003074
LOINC:26555-3	Qn	L	HP:0001943
LOINC:26555-3	Qn	N	HP:0011015
LOINC:26555-3	Qn	H	HP:0003074
LOINC:26604-9	Qn	N	HP:0012556
LOINC:26604-9	Qn	H	HP:0012556
LOINC:26606-4	Qn	L	HP:0500162
LOINC:26606-4	Qn	N	HP:0500160
LOINC:26606-4	Qn	H	HP:0500161
LOINC:26607-2	Qn	N	HP:0004339
LOINC:26607-2	Qn	H	HP:0003286
LOINC:26682-5	Ord	NEG	HP:0031981
LOINC:26682-5	Ord	POS	HP:0031981
LOINC:26695-7	Qn	L	HP:0001943
LOINC:26695-7	Qn	N	HP:0011015
LOINC:26695-7	Qn	H	HP:0003074
LOINC:26740-1	Qn	N	HP:0003080
LOINC:26740-1	Qn	H	HP:0003080
LOINC:26759-1	Qn	L	HP:0031397
LOINC:26759-1	Qn	N	HP:0031396
LOINC:26759-1	Qn	H	HP:0031398
LOINC:26760-9	Qn	N	HP:0500110
LOINC:26760-9	Qn	H	HP:0500110
LOINC:26777-3	Qn	L	HP:0001943
LOINC:26777-3	Qn	N	HP:0011015
LOINC:26777-3	Qn	H	HP:0003074
LOINC:26778-1	Qn	L	HP:0001943
LOINC:26778-1	Qn	N	HP:0011015
LOINC:26778-1	Qn	H	HP:0003074
LOINC:26779-9	Qn	L	HP:0001943
LOINC:26779-9	Qn	N	HP:0011014
LOINC:26779-9	Qn	H	HP:0003074
LOINC:26780-7	Qn	L	HP:0001943
LOINC:26780-7	Qn	N	HP:0011015
LOINC:26780-7	Qn	H	HP:0003074
LOINC:26781-5	Qn	L	HP:0001943
LOINC:26781-5	Qn	N	HP:0011015
LOINC:26781-5	Qn	H	HP:0003074
LOINC:26782-3	Qn	L	HP:0001943
LOINC:26782-3	Qn	N	HP:0011015
LOINC:26782-3	Qn	H	HP:0003074
LOINC:26783-1	Qn	L	HP:0001943
LOINC:26783-1	Qn	N	HP:0011015
LOINC:26783-1	Qn	H	HP:0003074
LOINC:26817-7	Qn	L	HP:0001943
LOINC:26817-7	Qn	N	HP:0011015
LOINC:26817-7	Qn	H	HP:0003074
LOINC:26823-5	Qn	L	HP:0030344
LOINC:26823-5	Qn	N	HP:0030345
LOINC:26823-5	Qn	H	HP:0011969
LOINC:26843-3	Ord	NEG	HP:0003131
LOINC:26843-3	Ord	POS	HP:0003131
LOINC:26853-2	Qn	L	HP:0001943
LOINC:26853-2	Qn	N	HP:0011015
LOINC:26853-2	Qn	H	HP:0003074
LOINC:26854-0	Qn	L	HP:0001943
LOINC:26854-0	Qn	N	HP:0011015
LOINC:26854-0	Qn	H	HP:0003074
LOINC:26884-7	Ord	NEG	HP:0002919
LOINC:26884-7	Ord	POS	HP:0002919
LOINC:26888-8	Qn	N	HP:0012612
LOINC:26888-8	Qn	H	HP:0012613
LOINC:26889-6	Qn	N	HP:0012612
LOINC:26889-6	Qn	H	HP:0012613
LOINC:26968-8	Qn	N	HP:0020079
LOINC:26968-8	Qn	H	HP:0020079
LOINC:26971-2	Ord	NEG	HP:0003262
LOINC:26971-2	Ord	POS	HP:0003262
LOINC:26982-9	Qn	L	HP:0020113
LOINC:26982-9	Qn	N	HP:0020111
LOINC:26982-9	Qn	H	HP:0020112
LOINC:27028-0	Ord	NEG	HP:0002919
LOINC:27028-0	Ord	POS	HP:0002919
LOINC:27040-5	Ord	NEG	HP:0002919
LOINC:27040-5	Ord	POS	HP:0002919
LOINC:27062-9	Ord	NEG	HP:0002919
LOINC:27062-9	Ord	POS	HP:0002919
LOINC:27065-2	Ord	NEG	HP:0002919
LOINC:27065-2	Ord	POS	HP:0002919
LOINC:27066-0	Ord	NEG	HP:0002919
LOINC:27066-0	Ord	POS	HP:0002919
LOINC:27088-4	Ord	NEG	HP:0100507
LOINC:27088-4	Ord	POS	HP:0012335
LOINC:27283-1	Qn	N	HP:0410307
LOINC:27283-1	Qn	H	HP:0410307
LOINC:27296-3	Qn	N	HP:0003268
LOINC:27296-3	Qn	H	HP:0003268
LOINC:27298-9	Qn	N	HP:0000093
LOINC:27298-9	Qn	H	HP:0000093
LOINC:27313-6	Qn	N	HP:0410232
LOINC:27313-6	Qn	H	HP:0410232
LOINC:27340-9	Ord	NEG	HP:0031888
LOINC:27340-9	Ord	POS	HP:0012184
LOINC:27344-1	Ord	NEG	HP:0031956
LOINC:27344-1	Ord	POS	HP:0031956
LOINC:27365-6	Qn	N	HP:0032302
LOINC:27365-6	Qn	H	HP:0032302
LOINC:27408-4	Qn	L	HP:0030795
LOINC:27408-4	Qn	N	HP:0030794
LOINC:27408-4	Qn	H	HP:0030796
LOINC:27421-7	Qn	L	HP:0030795
LOINC:27421-7	Qn	N	HP:0030794
LOINC:27421-7	Qn	H	HP:0030796
LOINC:27432-4	Qn	L	HP:0001943
LOINC:27432-4	Qn	N	HP:0011015
LOINC:27432-4	Qn	H	HP:0003074
LOINC:27811-9	Qn	L	HP:0001976
LOINC:27811-9	Qn	N	HP:0001976
LOINC:27811-9	Qn	H	HP:0001976
LOINC:27839-0	Qn	L	HP:0030795
LOINC:27839-0	Qn	N	HP:0030794
LOINC:27839-0	Qn	H	HP:0030796
LOINC:27848-1	Qn	L	HP:0030344
LOINC:27848-1	Qn	N	HP:0030345
LOINC:27848-1	Qn	H	HP:0011969
LOINC:27851-5	Qn	L	HP:0030344
LOINC:27851-5	Qn	N	HP:0030345
LOINC:27851-5	Qn	H	HP:0011969
LOINC:27853-1	Qn	L	HP:0030344
LOINC:27853-1	Qn	N	HP:0030345
LOINC:27853-1	Qn	H	HP:0011969
LOINC:27854-9	Qn	L	HP:0030344
LOINC:27854-9	Qn	N	HP:0030345
LOINC:27854-9	Qn	H	HP:0011969
LOINC:27855-6	Qn	L	HP:0030344
LOINC:27855-6	Qn	N	HP:0030345
LOINC:27855-6	Qn	H	HP:0011969
LOINC:27858-0	Qn	L	HP:0030344
LOINC:27858-0	Qn	N	HP:0030345
LOINC:27858-0	Qn	H	HP:0011969
LOINC:27883-8	Qn	L	HP:0030344
LOINC:27883-8	Qn	N	HP:0030345
LOINC:27883-8	Qn	H	HP:0011969
LOINC:27884-6	Qn	L	HP:0030344
LOINC:27884-6	Qn	N	HP:0030345
LOINC:27884-6	Qn	H	HP:0011969
LOINC:27885-3	Qn	L	HP:0030344
LOINC:27885-3	Qn	N	HP:0030345
LOINC:27885-3	Qn	H	HP:0011969
LOINC:27892-9	Qn	N	HP:0032480
LOINC:27892-9	Qn	H	HP:0032480
LOINC:27941-4	Qn	L	HP:0030086
LOINC:27941-4	Qn	N	HP:0030085
LOINC:27941-4	Qn	H	HP:0002490
LOINC:27946-3	Qn	N	HP:0002151
LOINC:27946-3	Qn	H	HP:0002151
LOINC:27949-7	Qn	N	HP:0002151
LOINC:27949-7	Qn	H	HP:0002151
LOINC:27955-4	Qn	N	HP:0002151
LOINC:27955-4	Qn	H	HP:0002151
LOINC:27961-2	Qn	N	HP:0002151
LOINC:27961-2	Qn	H	HP:0002151
LOINC:27976-0	Qn	N	HP:0002151
LOINC:27976-0	Qn	H	HP:0002151
LOINC:28007-3	Qn	N	HP:0031890
LOINC:28007-3	Qn	H	HP:0031890
LOINC:28541-1	Qn	N	HP:0032238
LOINC:28545-2	Qn	N	HP:0003110
LOINC:28545-2	Qn	H	HP:0032068
LOINC:28588-2	Qn	N	HP:0020079
LOINC:28588-2	Qn	H	HP:0020079
LOINC:28590-8	Qn	N	HP:0025631
LOINC:28590-8	Qn	H	HP:0025631
LOINC:28595-7	Qn	N	HP:0003166
LOINC:28595-7	Qn	H	HP:0003166
LOINC:28597-3	Qn	N	HP:0003167
LOINC:28597-3	Qn	H	HP:0003167
LOINC:28598-1	Qn	N	HP:0410309
LOINC:28598-1	Qn	H	HP:0410309
LOINC:28599-9	Qn	N	HP:0003153
LOINC:28599-9	Qn	H	HP:0003153
LOINC:28600-5	Qn	N	HP:0032405
LOINC:28600-5	Qn	H	HP:0032405
LOINC:28601-3	Qn	N	HP:0003080
LOINC:28601-3	Qn	H	HP:0003080
LOINC:28602-1	Qn	N	HP:0040156
LOINC:28603-9	Qn	N	HP:0032403
LOINC:28603-9	Qn	H	HP:0032403
LOINC:28604-7	Qn	N	HP:0003239
LOINC:28604-7	Qn	H	HP:0003239
LOINC:28606-2	Qn	L	HP:0410314
LOINC:28606-2	Qn	N	HP:0410313
LOINC:28606-2	Qn	H	HP:0410315
LOINC:28608-8	Qn	N	HP:0003361
LOINC:28608-8	Qn	H	HP:0003361
LOINC:28637-7	Qn	L	HP:0032066
LOINC:28637-7	Qn	N	HP:0032065
LOINC:28637-7	Qn	H	HP:0032067
LOINC:28640-1	Qn	L	HP:0032066
LOINC:28640-1	Qn	N	HP:0032065
LOINC:28640-1	Qn	H	HP:0032067
LOINC:28641-9	Qn	L	HP:0032066
LOINC:28641-9	Qn	N	HP:0032065
LOINC:28641-9	Qn	H	HP:0032067
LOINC:28642-7	Qn	L	HP:0012418
LOINC:28642-7	Qn	N	HP:0500165
LOINC:28642-7	Qn	H	HP:0012419
LOINC:29159-1	Qn	N	HP:0500098
LOINC:29159-1	Qn	H	HP:0410285
LOINC:29161-7	Qn	N	HP:0410200
LOINC:29161-7	Qn	H	HP:0410200
LOINC:29261-5	Qn	L	HP:0001888
LOINC:29261-5	Qn	N	HP:0040088
LOINC:29261-5	Qn	H	HP:0100827
LOINC:29265-6	Qn	L	HP:0002901
LOINC:29265-6	Qn	N	HP:0004363
LOINC:29265-6	Qn	H	HP:0003072
LOINC:29329-0	Qn	L	HP:0001943
LOINC:29329-0	Qn	N	HP:0011015
LOINC:29329-0	Qn	H	HP:0003074
LOINC:29330-8	Qn	L	HP:0001943
LOINC:29330-8	Qn	N	HP:0011015
LOINC:29330-8	Qn	H	HP:0003074
LOINC:29331-6	Qn	L	HP:0001943
LOINC:29331-6	Qn	N	HP:0011015
LOINC:29331-6	Qn	H	HP:0003074
LOINC:29332-4	Qn	L	HP:0001943
LOINC:29332-4	Qn	N	HP:0011015
LOINC:29332-4	Qn	H	HP:0003074
LOINC:29412-4	Qn	L	HP:0001943
LOINC:29412-4	Qn	N	HP:0011015
LOINC:29412-4	Qn	H	HP:0003074
LOINC:29572-5	Qn	L	HP:0500141
LOINC:29572-5	Qn	N	HP:0010893
LOINC:29572-5	Qn	H	HP:0004923
LOINC:29573-3	Qn	L	HP:0500141
LOINC:29573-3	Qn	N	HP:0010893
LOINC:29573-3	Qn	H	HP:0004923
LOINC:29953-7	Qn	N	HP:0003493
LOINC:29953-7	Qn	H	HP:0003493
LOINC:29959-4	Qn	N	HP:0031810
LOINC:29959-4	Qn	H	HP:0031810
LOINC:29960-2	Qn	N	HP:0031810
LOINC:29960-2	Qn	H	HP:0031810
LOINC:29961-0	Qn	N	HP:0031810
LOINC:29961-0	Qn	H	HP:0031810
LOINC:29962-8	Qn	N	HP:0031810
LOINC:29962-8	Qn	H	HP:0031810
LOINC:29993-3	Ord	NEG	HP:0032017
LOINC:29993-3	Ord	POS	HP:0032017
LOINC:30023-6	Qn	N	HP:0410224
LOINC:30023-6	Qn	H	HP:0410224
LOINC:30047-5	Qn	N	HP:0002927
LOINC:30047-5	Qn	H	HP:0002927
LOINC:30048-3	Qn	N	HP:0003297
LOINC:30048-3	Qn	H	HP:0003297
LOINC:30049-1	Qn	N	HP:0003532
LOINC:30049-1	Qn	H	HP:0003532
LOINC:30051-7	Qn	N	HP:0002156
LOINC:30051-7	Qn	H	HP:0002156
LOINC:30052-5	Qn	N	HP:0032371
LOINC:30052-5	Qn	H	HP:0032371
LOINC:30053-3	Qn	N	HP:0032353
LOINC:30053-3	Qn	H	HP:0032353
LOINC:30055-8	Qn	N	HP:0032351
LOINC:30055-8	Qn	H	HP:0032351
LOINC:30056-6	Qn	N	HP:0025376
LOINC:30056-6	Qn	H	HP:0025376
LOINC:30057-4	Qn	N	HP:0003296
LOINC:30057-4	Qn	H	HP:0003296
LOINC:30058-2	Qn	N	HP:0032349
LOINC:30058-2	Qn	H	HP:0032349
LOINC:30059-0	Qn	N	HP:0003150
LOINC:30059-0	Qn	H	HP:0003150
LOINC:30062-4	Qn	N	HP:0003268
LOINC:30062-4	Qn	H	HP:0003268
LOINC:30063-2	Qn	N	HP:0032352
LOINC:30063-2	Qn	H	HP:0032352
LOINC:30065-7	Qn	N	HP:0003131
LOINC:30065-7	Qn	H	HP:0003131
LOINC:30066-5	Qn	N	HP:0003108
LOINC:30066-5	Qn	H	HP:0003108
LOINC:30067-3	Qn	N	HP:0003137
LOINC:30067-3	Qn	H	HP:0003137
LOINC:30068-1	Qn	N	HP:0020078
LOINC:30068-1	Qn	H	HP:0020078
LOINC:30087-1	Qn	N	HP:0410221
LOINC:30087-1	Qn	H	HP:0410221
LOINC:30088-9	Qn	N	HP:0410221
LOINC:30088-9	Qn	H	HP:0410221
LOINC:30152-3	Qn	L	HP:0032305
LOINC:30152-3	Qn	N	HP:0032304
LOINC:30152-3	Qn	H	HP:0032306
LOINC:30161-4	Qn	N	HP:0032397
LOINC:30161-4	Qn	H	HP:0032397
LOINC:30166-3	Qn	L	HP:0031098
LOINC:30166-3	Qn	N	HP:0031097
LOINC:30166-3	Qn	H	HP:0002925
LOINC:30170-5	Qn	N	HP:0410235
LOINC:30170-5	Qn	H	HP:0410235
LOINC:30180-4	Qn	L	HP:0031808
LOINC:30180-4	Qn	N	HP:0031806
LOINC:30180-4	Qn	H	HP:0031807
LOINC:30183-8	Qn	N	HP:0410232
LOINC:30183-8	Qn	H	HP:0410232
LOINC:30185-3	Qn	N	HP:0410247
LOINC:30185-3	Qn	H	HP:0410247
LOINC:30187-9	Qn	N	HP:0410227
LOINC:30187-9	Qn	H	HP:0410227
LOINC:30191-1	Qn	N	HP:0045045
LOINC:30191-1	Qn	H	HP:0045045
LOINC:30192-9	Qn	N	HP:0030208
LOINC:30192-9	Qn	H	HP:0030208
LOINC:30193-7	Qn	N	HP:0045045
LOINC:30193-7	Qn	H	HP:0045045
