loinc	scale	interpretation	hpoTermId
LOINC:14633-2	Qn	H	HP:0030796
LOINC:14646-4	Qn	L	HP:0003233
LOINC:14646-4	Qn	N	HP:0031888
LOINC:14646-4	Qn	H	HP:0012184
LOINC:14674-6	Qn	L	HP:0002920
LOINC:14674-6	Qn	N	HP:0011043
LOINC:14674-6	Qn	H	HP:0003154
LOINC:14732-2	Qn	L	HP:0100507
LOINC:14732-2	Qn	N	HP:0040087
LOINC:14732-2	Qn	H	HP:0032164
LOINC:14743-9	Qn	L	HP:0001943
LOINC:14743-9	Qn	N	HP:0011015
LOINC:14743-9	Qn	H	HP:0003074
LOINC:14744-7	Qn	L	HP:0011972
LOINC:14744-7	Qn	N	HP:0031884
LOINC:14744-7	Qn	H	HP:0031885
LOINC:14749-6	Qn	L	HP:0001943
LOINC:14749-6	Qn	N	HP:0011015
LOINC:14749-6	Qn	H	HP:0003074
LOINC:14751-2	Qn	L	HP:0001943
LOINC:14751-2	Qn	N	HP:0011015
LOINC:14751-2	Qn	H	HP:0003074
LOINC:14752-0	Qn	L	HP:0001943
LOINC:14752-0	Qn	N	HP:0011015
LOINC:14752-0	Qn	H	HP:0003074
LOINC:14753-8	Qn	L	HP:0001943
LOINC:14753-8	Qn	N	HP:0011015
LOINC:14753-8	Qn	H	HP:0003074
LOINC:14754-6	Qn	L	HP:0001943
LOINC:14754-6	Qn	N	HP:0011015
LOINC:14754-6	Qn	H	HP:0003074
LOINC:14755-3	Qn	L	HP:0001943
LOINC:14755-3	Qn	N	HP:0011015
LOINC:14755-3	Qn	H	HP:0003074
LOINC:14756-1	Qn	L	HP:0001943
LOINC:14756-1	Qn	N	HP:0011015
LOINC:14756-1	Qn	H	HP:0003074
LOINC:14757-9	Qn	L	HP:0001943
LOINC:14757-9	Qn	N	HP:0011015
LOINC:14757-9	Qn	H	HP:0003074
LOINC:14758-7	Qn	L	HP:0001943
LOINC:14758-7	Qn	N	HP:0011015
LOINC:14758-7	Qn	H	HP:0003074
LOINC:14759-5	Qn	L	HP:0001943
LOINC:14759-5	Qn	N	HP:0011015
LOINC:14759-5	Qn	H	HP:0003074
LOINC:14760-3	Qn	L	HP:0001943
LOINC:14760-3	Qn	N	HP:0011015
LOINC:14760-3	Qn	H	HP:0003074
LOINC:14761-1	Qn	L	HP:0001943
LOINC:14761-1	Qn	N	HP:0011015
LOINC:14761-1	Qn	H	HP:0003074
LOINC:14762-9	Qn	L	HP:0001943
LOINC:14762-9	Qn	N	HP:0011015
LOINC:14762-9	Qn	H	HP:0003074
LOINC:14763-7	Qn	L	HP:0001943
LOINC:14763-7	Qn	N	HP:0011015
LOINC:14763-7	Qn	H	HP:0003074
LOINC:14764-5	Qn	L	HP:0001943
LOINC:14764-5	Qn	N	HP:0011015
LOINC:14764-5	Qn	H	HP:0003074
LOINC:14765-2	Qn	L	HP:0001943
LOINC:14765-2	Qn	N	HP:0011015
LOINC:14765-2	Qn	H	HP:0003074
LOINC:14766-0	Qn	L	HP:0001943
LOINC:14766-0	Qn	N	HP:0011015
LOINC:14766-0	Qn	H	HP:0003074
LOINC:14767-8	Qn	L	HP:0001943
LOINC:14767-8	Qn	N	HP:0011015
LOINC:14767-8	Qn	H	HP:0003074
LOINC:14768-6	Qn	L	HP:0001943
LOINC:14768-6	Qn	N	HP:0011015
LOINC:14768-6	Qn	H	HP:0003074
LOINC:14769-4	Qn	L	HP:0001943
LOINC:14769-4	Qn	N	HP:0011015
LOINC:14769-4	Qn	H	HP:0003074
LOINC:14770-2	Qn	L	HP:0001943
LOINC:14770-2	Qn	N	HP:0011015
LOINC:14770-2	Qn	H	HP:0003074
LOINC:14771-0	Qn	L	HP:0001943
LOINC:14771-0	Qn	N	HP:0011015
LOINC:14771-0	Qn	H	HP:0003074
LOINC:14805-6	Qn	N	HP:0045040
LOINC:14805-6	Qn	H	HP:0025435
LOINC:14862-7	Qn	N	HP:0003159
LOINC:14862-7	Qn	H	HP:0003159
LOINC:14875-9	Qn	L	HP:0500141
LOINC:14875-9	Qn	N	HP:0010893
LOINC:14875-9	Qn	H	HP:0004923
LOINC:14894-0	Ord	NEG	HP:0410069
LOINC:14894-0	Ord	POS	HP:0410069
LOINC:14903-9	Nom	H	HP:0032164
LOINC:14903-9	Nom	POS	HP:0032164
LOINC:14903-9	Nom	NEG	HP:0040087
LOINC:14903-9	Nom	L	HP:0100507
LOINC:14903-9	Nom	N	HP:0040087
LOINC:14933-6	Qn	L	HP:0003537
LOINC:14933-6	Qn	N	HP:0004352
LOINC:14933-6	Qn	H	HP:0002149
LOINC:14934-4	Qn	L	HP:0011935
LOINC:14934-4	Qn	N	HP:0012610
LOINC:14934-4	Qn	H	HP:0012611
LOINC:14935-1	Qn	L	HP:0011935
LOINC:14935-1	Qn	N	HP:0012610
LOINC:14935-1	Qn	H	HP:0012611
LOINC:14957-5	Qn	N	HP:0012594
LOINC:14957-5	Qn	H	HP:0012594
LOINC:14958-3	Qn	N	HP:0012592
LOINC:14958-3	Qn	H	HP:0012594
LOINC:14959-1	Qn	N	HP:0012594
LOINC:14959-1	Qn	H	HP:0012594
LOINC:14979-9	Qn	N	HP:0001928
LOINC:14979-9	Qn	H	HP:0003645
LOINC:14995-5	Qn	L	HP:0001943
LOINC:14995-5	Qn	N	HP:0011015
LOINC:14995-5	Qn	H	HP:0003074
LOINC:14996-3	Qn	L	HP:0001943
LOINC:14996-3	Qn	N	HP:0011015
LOINC:14996-3	Qn	H	HP:0003074
LOINC:15013-6	Qn	L	HP:0010684
LOINC:15013-6	Qn	N	HP:0004379
LOINC:15013-6	Qn	H	HP:0010639
LOINC:15014-4	Qn	L	HP:0010687
LOINC:15014-4	Qn	N	HP:0004379
LOINC:15014-4	Qn	H	HP:0010681
LOINC:15015-1	Qn	L	HP:0010686
LOINC:15015-1	Qn	N	HP:0004379
LOINC:15015-1	Qn	H	HP:0010638
LOINC:15042-5	Qn	L	HP:0002920
LOINC:15042-5	Qn	N	HP:0011043
LOINC:15042-5	Qn	H	HP:0003154
LOINC:15067-2	Qn	L	HP:0030341
LOINC:15067-2	Qn	N	HP:0030346
LOINC:15067-2	Qn	H	HP:0008232
LOINC:15071-4	Qn	N	HP:0012023
LOINC:15071-4	Qn	H	HP:0012023
LOINC:15074-8	Qn	L	HP:0001943
LOINC:15074-8	Qn	N	HP:0011015
LOINC:15074-8	Qn	H	HP:0003074
LOINC:15076-3	Qn	N	HP:0003076
LOINC:15076-3	Qn	H	HP:0003076
LOINC:15077-1	Qn	N	HP:0003076
LOINC:15077-1	Qn	H	HP:0003076
LOINC:15082-1	Qn	L	HP:0012119
LOINC:15082-1	Qn	N	HP:0012119
LOINC:15082-1	Qn	H	HP:0012119
LOINC:15100-1	Qn	N	HP:0500116
LOINC:15100-1	Qn	H	HP:0500116
LOINC:15108-4	Qn	N	HP:0410207
LOINC:15108-4	Qn	H	HP:0410207
LOINC:15152-2	Qn	N	HP:0002908
LOINC:15152-2	Qn	H	HP:0002908
LOINC:15180-3	Ord	NEG	HP:0001931
LOINC:15180-3	Ord	POS	HP:0001931
LOINC:15210-8	Ord	NEG	HP:0030057
LOINC:15210-8	Ord	POS	HP:0032069
LOINC:15213-2	Ord	NEG	HP:0410221
LOINC:15213-2	Ord	POS	HP:0410221
LOINC:15215-7	Ord	NEG	HP:0410226
LOINC:15215-7	Ord	POS	HP:0410226
LOINC:15216-5	Ord	NEG	HP:0410226
LOINC:15216-5	Ord	POS	HP:0410226
LOINC:15217-3	Ord	NEG	HP:0410230
LOINC:15217-3	Ord	POS	HP:0410230
LOINC:15218-1	Ord	NEG	HP:0410230
LOINC:15218-1	Ord	POS	HP:0410230
LOINC:15219-9	Ord	NEG	HP:0410228
LOINC:15219-9	Ord	POS	HP:0410228
LOINC:15220-7	Ord	NEG	HP:0410228
LOINC:15220-7	Ord	POS	HP:0410228
LOINC:15221-5	Ord	NEG	HP:0410227
LOINC:15221-5	Ord	POS	HP:0410227
LOINC:15222-3	Ord	NEG	HP:0410227
LOINC:15222-3	Ord	POS	HP:0410227
LOINC:15223-1	Ord	NEG	HP:0410228
LOINC:15223-1	Ord	POS	HP:0410228
LOINC:15224-9	Ord	NEG	HP:0410228
LOINC:15224-9	Ord	POS	HP:0410228
LOINC:15225-6	Ord	NEG	HP:0410228
LOINC:15225-6	Ord	POS	HP:0410228
LOINC:15226-4	Ord	NEG	HP:0410227
LOINC:15226-4	Ord	POS	HP:0410227
LOINC:15227-2	Ord	NEG	HP:0410222
LOINC:15227-2	Ord	POS	HP:0410222
LOINC:15233-0	Ord	NEG	HP:0410232
LOINC:15233-0	Ord	POS	HP:0410232
LOINC:15234-8	Ord	NEG	HP:0410232
LOINC:15234-8	Ord	POS	HP:0410232
LOINC:15235-5	Ord	NEG	HP:0410221
LOINC:15235-5	Ord	POS	HP:0410221
LOINC:15241-3	Ord	NEG	HP:0410227
LOINC:15241-3	Ord	POS	HP:0410227
LOINC:15242-1	Ord	NEG	HP:0410227
LOINC:15242-1	Ord	POS	HP:0410227
LOINC:15243-9	Ord	NEG	HP:0410227
LOINC:15243-9	Ord	POS	HP:0410227
LOINC:15244-7	Ord	NEG	HP:0410227
LOINC:15244-7	Ord	POS	HP:0410227
LOINC:15245-4	Ord	NEG	HP:0410227
LOINC:15245-4	Ord	POS	HP:0410227
LOINC:15246-2	Ord	NEG	HP:0410228
LOINC:15246-2	Ord	POS	HP:0410228
LOINC:15247-0	Ord	NEG	HP:0410228
LOINC:15247-0	Ord	POS	HP:0410228
LOINC:15248-8	Ord	NEG	HP:0410227
LOINC:15248-8	Ord	POS	HP:0410227
LOINC:15249-6	Ord	NEG	HP:0410228
LOINC:15249-6	Ord	POS	HP:0410228
LOINC:15250-4	Ord	NEG	HP:0410227
LOINC:15250-4	Ord	POS	HP:0410227
LOINC:15251-2	Ord	NEG	HP:0410228
LOINC:15251-2	Ord	POS	HP:0410228
LOINC:15252-0	Ord	NEG	HP:0410230
LOINC:15252-0	Ord	POS	HP:0410230
LOINC:15253-8	Ord	NEG	HP:0410227
LOINC:15253-8	Ord	POS	HP:0410227
LOINC:15254-6	Ord	NEG	HP:0410228
LOINC:15254-6	Ord	POS	HP:0410228
LOINC:15255-3	Ord	NEG	HP:0410227
LOINC:15255-3	Ord	POS	HP:0410227
LOINC:15263-7	Ord	NEG	HP:0410238
LOINC:15263-7	Ord	POS	HP:0410238
LOINC:15264-5	Ord	NEG	HP:0410238
LOINC:15264-5	Ord	POS	HP:0410238
LOINC:15265-2	Ord	NEG	HP:0410238
LOINC:15265-2	Ord	POS	HP:0410238
LOINC:15266-0	Ord	NEG	HP:0410238
LOINC:15266-0	Ord	POS	HP:0410238
LOINC:15267-8	Ord	NEG	HP:0410238
LOINC:15267-8	Ord	POS	HP:0410238
LOINC:15279-3	Qn	N	HP:0410228
LOINC:15279-3	Qn	H	HP:0410228
LOINC:15283-5	Qn	N	HP:0410238
LOINC:15283-5	Qn	H	HP:0410238
LOINC:15285-0	Qn	N	HP:0410238
LOINC:15285-0	Qn	H	HP:0410238
LOINC:15339-5	Qn	N	HP:0410235
LOINC:15339-5	Qn	H	HP:0410235
LOINC:15341-1	Qn	N	HP:0410235
LOINC:15341-1	Qn	H	HP:0410235
LOINC:15348-6	Qn	L	HP:0010686
LOINC:15348-6	Qn	N	HP:0004379
LOINC:15348-6	Qn	H	HP:0010638
LOINC:15349-4	Qn	L	HP:0010686
LOINC:15349-4	Qn	N	HP:0004379
LOINC:15349-4	Qn	H	HP:0010638
LOINC:15518-4	Ord	NEG	HP:0410222
LOINC:15518-4	Ord	POS	HP:0410222
LOINC:15524-2	Ord	NEG	HP:0410228
LOINC:15524-2	Ord	POS	HP:0410228
LOINC:15526-7	Ord	NEG	HP:0410228
LOINC:15526-7	Ord	POS	HP:0410228
LOINC:15527-5	Ord	NEG	HP:0410230
LOINC:15527-5	Ord	POS	HP:0410230
LOINC:15528-3	Ord	NEG	HP:0410230
LOINC:15528-3	Ord	POS	HP:0410230
LOINC:15530-9	Ord	NEG	HP:0410232
LOINC:15530-9	Ord	POS	HP:0410232
LOINC:15532-5	Ord	NEG	HP:0410225
LOINC:15532-5	Ord	POS	HP:0410225
LOINC:15533-3	Ord	NEG	HP:0410225
LOINC:15533-3	Ord	POS	HP:0410225
LOINC:15534-1	Ord	NEG	HP:0410222
LOINC:15534-1	Ord	POS	HP:0410222
LOINC:15535-8	Ord	NEG	HP:0410222
LOINC:15535-8	Ord	POS	HP:0410222
LOINC:15536-6	Ord	NEG	HP:0410228
LOINC:15536-6	Ord	POS	HP:0410228
LOINC:15539-0	Ord	NEG	HP:0410228
LOINC:15539-0	Ord	POS	HP:0410228
LOINC:15540-8	Ord	NEG	HP:0410228
LOINC:15540-8	Ord	POS	HP:0410228
LOINC:15541-6	Ord	NEG	HP:0410228
LOINC:15541-6	Ord	POS	HP:0410228
LOINC:15542-4	Ord	NEG	HP:0410238
LOINC:15542-4	Ord	POS	HP:0410238
LOINC:15543-2	Ord	NEG	HP:0410228
LOINC:15543-2	Ord	POS	HP:0410228
LOINC:15544-0	Ord	NEG	HP:0410234
LOINC:15544-0	Ord	POS	HP:0410234
LOINC:15545-7	Ord	NEG	HP:0410238
LOINC:15545-7	Ord	POS	HP:0410238
LOINC:15547-3	Ord	NEG	HP:0410228
LOINC:15547-3	Ord	POS	HP:0410228
LOINC:15548-1	Ord	NEG	HP:0410238
LOINC:15548-1	Ord	POS	HP:0410238
LOINC:15549-9	Ord	NEG	HP:0410232
LOINC:15549-9	Ord	POS	HP:0410232
LOINC:15550-7	Ord	NEG	HP:0410232
LOINC:15550-7	Ord	POS	HP:0410232
LOINC:15551-5	Ord	NEG	HP:0410228
LOINC:15551-5	Ord	POS	HP:0410228
LOINC:15553-1	Ord	NEG	HP:0410228
LOINC:15553-1	Ord	POS	HP:0410228
LOINC:15554-9	Ord	NEG	HP:0410228
LOINC:15554-9	Ord	POS	HP:0410228
LOINC:15555-6	Ord	NEG	HP:0410228
LOINC:15555-6	Ord	POS	HP:0410228
LOINC:15556-4	Ord	NEG	HP:0410238
LOINC:15556-4	Ord	POS	HP:0410238
LOINC:15557-2	Ord	NEG	HP:0410228
LOINC:15557-2	Ord	POS	HP:0410228
LOINC:15558-0	Ord	NEG	HP:0410222
LOINC:15558-0	Ord	POS	HP:0410222
LOINC:15560-6	Ord	NEG	HP:0410238
LOINC:15560-6	Ord	POS	HP:0410238
LOINC:15561-4	Ord	NEG	HP:0410228
LOINC:15561-4	Ord	POS	HP:0410228
LOINC:15562-2	Ord	NEG	HP:0410238
LOINC:15562-2	Ord	POS	HP:0410238
LOINC:15571-3	Ord	NEG	HP:0410238
LOINC:15571-3	Ord	POS	HP:0410238
LOINC:15572-1	Ord	NEG	HP:0410233
LOINC:15572-1	Ord	POS	HP:0410233
LOINC:15575-4	Ord	NEG	HP:0410235
LOINC:15575-4	Ord	POS	HP:0410235
LOINC:15577-0	Ord	NEG	HP:0410220
LOINC:15577-0	Ord	POS	HP:0410220
LOINC:15580-4	Ord	NEG	HP:0410228
LOINC:15580-4	Ord	POS	HP:0410228
LOINC:15581-2	Ord	NEG	HP:0410223
LOINC:15581-2	Ord	POS	HP:0410223
LOINC:15582-0	Ord	NEG	HP:0410235
LOINC:15582-0	Ord	POS	HP:0410235
LOINC:15583-8	Ord	NEG	HP:0410228
LOINC:15583-8	Ord	POS	HP:0410228
LOINC:15584-6	Ord	NEG	HP:0410232
LOINC:15584-6	Ord	POS	HP:0410232
LOINC:15585-3	Ord	NEG	HP:0410238
LOINC:15585-3	Ord	POS	HP:0410238
LOINC:15586-1	Ord	NEG	HP:0410230
LOINC:15586-1	Ord	POS	HP:0410230
LOINC:15587-9	Ord	NEG	HP:0410228
LOINC:15587-9	Ord	POS	HP:0410228
LOINC:15588-7	Ord	NEG	HP:0410228
LOINC:15588-7	Ord	POS	HP:0410228
LOINC:15589-5	Ord	NEG	HP:0410228
LOINC:15589-5	Ord	POS	HP:0410228
LOINC:15590-3	Ord	NEG	HP:0410221
LOINC:15590-3	Ord	POS	HP:0410221
LOINC:15591-1	Ord	NEG	HP:0410228
LOINC:15591-1	Ord	POS	HP:0410228
LOINC:15592-9	Ord	NEG	HP:0410226
LOINC:15592-9	Ord	POS	HP:0410226
LOINC:15593-7	Ord	NEG	HP:0410235
LOINC:15593-7	Ord	POS	HP:0410235
LOINC:15594-5	Ord	NEG	HP:0410238
LOINC:15594-5	Ord	POS	HP:0410238
LOINC:15595-2	Ord	NEG	HP:0410238
LOINC:15595-2	Ord	POS	HP:0410238
LOINC:15596-0	Ord	NEG	HP:0410228
LOINC:15596-0	Ord	POS	HP:0410228
LOINC:15597-8	Ord	NEG	HP:0410238
LOINC:15597-8	Ord	POS	HP:0410238
LOINC:15598-6	Ord	NEG	HP:0410226
LOINC:15598-6	Ord	POS	HP:0410226
LOINC:15599-4	Ord	NEG	HP:0410232
LOINC:15599-4	Ord	POS	HP:0410232
LOINC:15602-6	Ord	NEG	HP:0410228
LOINC:15602-6	Ord	POS	HP:0410228
LOINC:15603-4	Ord	NEG	HP:0410238
LOINC:15603-4	Ord	POS	HP:0410238
LOINC:15604-2	Ord	NEG	HP:0410228
LOINC:15604-2	Ord	POS	HP:0410228
LOINC:15605-9	Ord	NEG	HP:0410228
LOINC:15605-9	Ord	POS	HP:0410228
LOINC:15606-7	Ord	NEG	HP:0410220
LOINC:15606-7	Ord	POS	HP:0410220
LOINC:15607-5	Ord	NEG	HP:0410230
LOINC:15607-5	Ord	POS	HP:0410230
LOINC:15609-1	Ord	NEG	HP:0410247
LOINC:15609-1	Ord	POS	HP:0410247
LOINC:15611-7	Ord	NEG	HP:0410222
LOINC:15611-7	Ord	POS	HP:0410222
LOINC:15612-5	Ord	NEG	HP:0410228
LOINC:15612-5	Ord	POS	HP:0410228
LOINC:15618-2	Ord	NEG	HP:0410228
LOINC:15618-2	Ord	POS	HP:0410228
LOINC:15619-0	Ord	NEG	HP:0410232
LOINC:15619-0	Ord	POS	HP:0410232
LOINC:15620-8	Ord	NEG	HP:0410232
LOINC:15620-8	Ord	POS	HP:0410232
LOINC:15621-6	Ord	NEG	HP:0410228
LOINC:15621-6	Ord	POS	HP:0410228
LOINC:15622-4	Ord	NEG	HP:0410220
LOINC:15622-4	Ord	POS	HP:0410220
LOINC:15623-2	Ord	NEG	HP:0410220
LOINC:15623-2	Ord	POS	HP:0410220
LOINC:15628-1	Ord	NEG	HP:0410228
LOINC:15628-1	Ord	POS	HP:0410228
LOINC:15629-9	Ord	NEG	HP:0410230
LOINC:15629-9	Ord	POS	HP:0410230
LOINC:15632-3	Ord	NEG	HP:0410238
LOINC:15632-3	Ord	POS	HP:0410238
LOINC:15633-1	Ord	NEG	HP:0410226
LOINC:15633-1	Ord	POS	HP:0410226
LOINC:15634-9	Ord	NEG	HP:0410227
LOINC:15634-9	Ord	POS	HP:0410227
LOINC:15635-6	Ord	NEG	HP:0410228
LOINC:15635-6	Ord	POS	HP:0410228
LOINC:15640-6	Ord	NEG	HP:0410225
LOINC:15640-6	Ord	POS	HP:0410225
LOINC:15641-4	Ord	NEG	HP:0410228
LOINC:15641-4	Ord	POS	HP:0410228
LOINC:15642-2	Ord	NEG	HP:0410232
LOINC:15642-2	Ord	POS	HP:0410232
LOINC:15643-0	Ord	NEG	HP:0410222
LOINC:15643-0	Ord	POS	HP:0410222
LOINC:15644-8	Ord	NEG	HP:0410228
LOINC:15644-8	Ord	POS	HP:0410228
LOINC:15645-5	Ord	NEG	HP:0410228
LOINC:15645-5	Ord	POS	HP:0410228
LOINC:15646-3	Ord	NEG	HP:0410238
LOINC:15646-3	Ord	POS	HP:0410238
LOINC:15647-1	Ord	NEG	HP:0410235
LOINC:15647-1	Ord	POS	HP:0410235
LOINC:15649-7	Ord	NEG	HP:0410238
LOINC:15649-7	Ord	POS	HP:0410238
LOINC:15650-5	Ord	NEG	HP:0410222
LOINC:15650-5	Ord	POS	HP:0410222
LOINC:15659-6	Ord	NEG	HP:0410238
LOINC:15659-6	Ord	POS	HP:0410238
LOINC:15660-4	Ord	NEG	HP:0410238
LOINC:15660-4	Ord	POS	HP:0410238
LOINC:15661-2	Ord	NEG	HP:0410247
LOINC:15661-2	Ord	POS	HP:0410247
LOINC:15671-1	Ord	NEG	HP:0410238
LOINC:15671-1	Ord	POS	HP:0410238
LOINC:15672-9	Ord	NEG	HP:0410238
LOINC:15672-9	Ord	POS	HP:0410238
LOINC:15680-2	Ord	NEG	HP:0410248
LOINC:15680-2	Ord	POS	HP:0410248
LOINC:15682-8	Ord	NEG	HP:0410248
LOINC:15682-8	Ord	POS	HP:0410248
LOINC:15685-1	Ord	NEG	HP:0410247
LOINC:15685-1	Ord	POS	HP:0410247
LOINC:15687-7	Ord	NEG	HP:0410226
LOINC:15687-7	Ord	POS	HP:0410226
LOINC:15710-7	Ord	NEG	HP:0410226
LOINC:15710-7	Ord	POS	HP:0410226
LOINC:15716-4	Ord	NEG	HP:0410235
LOINC:15716-4	Ord	POS	HP:0410235
LOINC:15734-7	Ord	NEG	HP:0410226
LOINC:15734-7	Ord	POS	HP:0410226
LOINC:15737-0	Ord	NEG	HP:0410238
LOINC:15737-0	Ord	POS	HP:0410238
LOINC:15738-8	Ord	NEG	HP:0410238
LOINC:15738-8	Ord	POS	HP:0410238
LOINC:15739-6	Ord	NEG	HP:0410238
LOINC:15739-6	Ord	POS	HP:0410238
LOINC:15740-4	Ord	NEG	HP:0410238
LOINC:15740-4	Ord	POS	HP:0410238
LOINC:15746-1	Ord	NEG	HP:0410238
LOINC:15746-1	Ord	POS	HP:0410238
LOINC:15763-6	Ord	NEG	HP:0410222
LOINC:15763-6	Ord	POS	HP:0410222
LOINC:15764-4	Ord	NEG	HP:0410222
LOINC:15764-4	Ord	POS	HP:0410222
LOINC:15784-2	Ord	NEG	HP:0410247
LOINC:15784-2	Ord	POS	HP:0410247
LOINC:15788-3	Ord	NEG	HP:0410248
LOINC:15788-3	Ord	POS	HP:0410248
LOINC:15789-1	Ord	NEG	HP:0410248
LOINC:15789-1	Ord	POS	HP:0410248
LOINC:15790-9	Ord	NEG	HP:0410248
LOINC:15790-9	Ord	POS	HP:0410248
LOINC:15791-7	Ord	NEG	HP:0410248
LOINC:15791-7	Ord	POS	HP:0410248
LOINC:15823-8	Ord	NEG	HP:0410238
LOINC:15823-8	Ord	POS	HP:0410238
LOINC:15828-7	Ord	NEG	HP:0410222
LOINC:15828-7	Ord	POS	HP:0410222
LOINC:15833-7	Ord	NEG	HP:0410238
LOINC:15833-7	Ord	POS	HP:0410238
LOINC:15841-0	Ord	NEG	HP:0410238
LOINC:15841-0	Ord	POS	HP:0410238
LOINC:15854-3	Ord	NEG	HP:0410232
LOINC:15854-3	Ord	POS	HP:0410232
LOINC:15856-8	Ord	NEG	HP:0410235
LOINC:15856-8	Ord	POS	HP:0410235
LOINC:15869-1	Ord	NEG	HP:0410222
LOINC:15869-1	Ord	POS	HP:0410222
LOINC:15876-6	Ord	NEG	HP:0410238
LOINC:15876-6	Ord	POS	HP:0410238
LOINC:15877-4	Ord	NEG	HP:0410238
LOINC:15877-4	Ord	POS	HP:0410238
LOINC:15888-1	Ord	NEG	HP:0410222
LOINC:15888-1	Ord	POS	HP:0410222
LOINC:15903-8	Ord	NEG	HP:0410226
LOINC:15903-8	Ord	POS	HP:0410226
LOINC:15904-6	Ord	NEG	HP:0410221
LOINC:15904-6	Ord	POS	HP:0410221
LOINC:15906-1	Ord	NEG	HP:0410221
LOINC:15906-1	Ord	POS	HP:0410221
LOINC:15908-7	Ord	NEG	HP:0410226
LOINC:15908-7	Ord	POS	HP:0410226
LOINC:15914-5	Ord	NEG	HP:0410228
LOINC:15914-5	Ord	POS	HP:0410228
LOINC:15915-2	Ord	NEG	HP:0410228
LOINC:15915-2	Ord	POS	HP:0410228
LOINC:15925-1	Ord	NEG	HP:0410228
LOINC:15925-1	Ord	POS	HP:0410228
LOINC:15926-9	Ord	NEG	HP:0410228
LOINC:15926-9	Ord	POS	HP:0410228
LOINC:15927-7	Ord	NEG	HP:0410228
LOINC:15927-7	Ord	POS	HP:0410228
LOINC:15935-0	Ord	NEG	HP:0410226
LOINC:15935-0	Ord	POS	HP:0410226
LOINC:15939-2	Ord	NEG	HP:0410238
LOINC:15939-2	Ord	POS	HP:0410238
LOINC:15948-3	Ord	NEG	HP:0410228
LOINC:15948-3	Ord	POS	HP:0410228
LOINC:15954-1	Ord	NEG	HP:0410238
LOINC:15954-1	Ord	POS	HP:0410238
LOINC:15964-0	Ord	NEG	HP:0410232
LOINC:15964-0	Ord	POS	HP:0410232
LOINC:15987-1	Ord	NEG	HP:0410238
LOINC:15987-1	Ord	POS	HP:0410238
LOINC:15988-9	Ord	NEG	HP:0410238
LOINC:15988-9	Ord	POS	HP:0410238
LOINC:16008-5	Ord	NEG	HP:0410222
LOINC:16008-5	Ord	POS	HP:0410222
LOINC:16011-9	Ord	NEG	HP:0410222
LOINC:16011-9	Ord	POS	HP:0410222
LOINC:16022-6	Ord	NEG	HP:0410232
LOINC:16022-6	Ord	POS	HP:0410232
LOINC:16035-8	Ord	NEG	HP:0410235
LOINC:16035-8	Ord	POS	HP:0410235
LOINC:16046-5	Ord	NEG	HP:0410238
LOINC:16046-5	Ord	POS	HP:0410238
LOINC:16070-5	Ord	NEG	HP:0410232
LOINC:16070-5	Ord	POS	HP:0410232
LOINC:16075-4	Ord	NEG	HP:0410228
LOINC:16075-4	Ord	POS	HP:0410228
LOINC:16076-2	Ord	NEG	HP:0410238
LOINC:16076-2	Ord	POS	HP:0410238
LOINC:16078-8	Ord	NEG	HP:0410238
LOINC:16078-8	Ord	POS	HP:0410238
LOINC:16092-9	Ord	NEG	HP:0410238
LOINC:16092-9	Ord	POS	HP:0410238
LOINC:16095-2	Ord	NEG	HP:0410238
LOINC:16095-2	Ord	POS	HP:0410238
LOINC:16096-0	Ord	NEG	HP:0410232
LOINC:16096-0	Ord	POS	HP:0410232
LOINC:16098-6	Ord	NEG	HP:0410227
LOINC:16098-6	Ord	POS	HP:0410227
LOINC:16102-6	Qn	N	HP:0410227
LOINC:16102-6	Qn	H	HP:0410227
LOINC:16110-9	Qn	N	HP:0032330
LOINC:16110-9	Qn	H	HP:0032330
LOINC:16135-6	Qn	N	HP:0032376
LOINC:16135-6	Qn	H	HP:0032376
LOINC:16138-0	Qn	N	HP:0031810
LOINC:16138-0	Qn	H	HP:0031810
LOINC:16142-2	Qn	N	HP:0002570
LOINC:16142-2	Qn	H	HP:0002570
LOINC:16165-3	Qn	L	HP:0001943
LOINC:16165-3	Qn	N	HP:0011015
LOINC:16165-3	Qn	H	HP:0003074
LOINC:16166-1	Qn	L	HP:0001943
LOINC:16166-1	Qn	N	HP:0011015
LOINC:16166-1	Qn	H	HP:0003074
LOINC:16167-9	Qn	L	HP:0001943
LOINC:16167-9	Qn	N	HP:0011015
LOINC:16167-9	Qn	H	HP:0003074
LOINC:16168-7	Qn	L	HP:0001943
LOINC:16168-7	Qn	N	HP:0011015
LOINC:16168-7	Qn	H	HP:0003074
LOINC:16169-5	Qn	L	HP:0001943
LOINC:16169-5	Qn	N	HP:0011015
LOINC:16169-5	Qn	H	HP:0003074
LOINC:16170-3	Qn	L	HP:0001943
LOINC:16170-3	Qn	N	HP:0011015
LOINC:16170-3	Qn	H	HP:0003074
LOINC:16195-0	Ord	NEG	HP:0031840
LOINC:16195-0	Ord	POS	HP:0500111
LOINC:16199-2	Ord	NEG	HP:0031841
LOINC:16199-2	Ord	POS	HP:0031841
LOINC:16226-3	Qn	N	HP:0500108
LOINC:16226-3	Qn	H	HP:0500108
LOINC:16246-1	Qn	N	HP:0031841
LOINC:16246-1	Qn	H	HP:0031841
